AdvA,time,rssi
7c:c1:1e:c0:f5:c4,218,-65
7c:c1:1e:c0:f5:c4,219,-63
7c:c1:1e:c0:f5:c4,220,-65
7c:c1:1e:c0:f5:c4,220,-64
7c:c1:1e:c0:f5:c4,220,-65
7c:c1:1e:c0:f5:c4,221,-65
7c:c1:1e:c0:f5:c4,221,-64
7c:c1:1e:c0:f5:c4,222,-64
7c:c1:1e:c0:f5:c4,222,-65
7c:c1:1e:c0:f5:c4,222,-67
7c:c1:1e:c0:f5:c4,222,-64
7c:c1:1e:c0:f5:c4,223,-65
7c:c1:1e:c0:f5:c4,224,-63
7c:c1:1e:c0:f5:c4,224,-64
7c:c1:1e:c0:f5:c4,225,-64
7c:c1:1e:c0:f5:c4,225,-66
7c:c1:1e:c0:f5:c4,225,-64
7c:c1:1e:c0:f5:c4,226,-65
7c:c1:1e:c0:f5:c4,226,-60
7c:c1:1e:c0:f5:c4,227,-64
7c:c1:1e:c0:f5:c4,228,-64
7c:c1:1e:c0:f5:c4,228,-64
7c:c1:1e:c0:f5:c4,229,-64
7c:c1:1e:c0:f5:c4,230,-64
7c:c1:1e:c0:f5:c4,231,-62
7c:c1:1e:c0:f5:c4,232,-64
7c:c1:1e:c0:f5:c4,232,-64
7c:c1:1e:c0:f5:c4,233,-64
7c:c1:1e:c0:f5:c4,233,-64
7c:c1:1e:c0:f5:c4,233,-64
7c:c1:1e:c0:f5:c4,234,-64
7c:c1:1e:c0:f5:c4,234,-64
7c:c1:1e:c0:f5:c4,235,-62
7c:c1:1e:c0:f5:c4,236,-64
7c:c1:1e:c0:f5:c4,236,-64
7c:c1:1e:c0:f5:c4,236,-64
7c:c1:1e:c0:f5:c4,237,-64
7c:c1:1e:c0:f5:c4,237,-64
7c:c1:1e:c0:f5:c4,238,-64
7c:c1:1e:c0:f5:c4,238,-70
7c:c1:1e:c0:f5:c4,240,-62
7c:c1:1e:c0:f5:c4,240,-64
7c:c1:1e:c0:f5:c4,241,-64
7c:c1:1e:c0:f5:c4,242,-64
7c:c1:1e:c0:f5:c4,242,-64
7c:c1:1e:c0:f5:c4,244,-66
7c:c1:1e:c0:f5:c4,244,-70
7c:c1:1e:c0:f5:c4,244,-66
7c:c1:1e:c0:f5:c4,245,-64
7c:c1:1e:c0:f5:c4,245,-64
7c:c1:1e:c0:f5:c4,245,-64
7c:c1:1e:c0:f5:c4,246,-64
7c:c1:1e:c0:f5:c4,247,-66
7c:c1:1e:c0:f5:c4,247,-66
7c:c1:1e:c0:f5:c4,248,-62
7c:c1:1e:c0:f5:c4,249,-64
7c:c1:1e:c0:f5:c4,249,-64
7c:c1:1e:c0:f5:c4,250,-65
7c:c1:1e:c0:f5:c4,250,-65
7c:c1:1e:c0:f5:c4,250,-64
7c:c1:1e:c0:f5:c4,251,-64
7c:c1:1e:c0:f5:c4,252,-63
7c:c1:1e:c0:f5:c4,252,-64
7c:c1:1e:c0:f5:c4,253,-65
7c:c1:1e:c0:f5:c4,253,-65
7c:c1:1e:c0:f5:c4,254,-65
7c:c1:1e:c0:f5:c4,254,-65
7c:c1:1e:c0:f5:c4,254,-65
7c:c1:1e:c0:f5:c4,255,-65
7c:c1:1e:c0:f5:c4,257,-65
7c:c1:1e:c0:f5:c4,257,-71
7c:c1:1e:c0:f5:c4,258,-65
7c:c1:1e:c0:f5:c4,258,-65
7c:c1:1e:c0:f5:c4,259,-65
7c:c1:1e:c0:f5:c4,261,-65
7c:c1:1e:c0:f5:c4,261,-65
7c:c1:1e:c0:f5:c4,262,-65
7c:c1:1e:c0:f5:c4,262,-65
7c:c1:1e:c0:f5:c4,262,-65
7c:c1:1e:c0:f5:c4,262,-64
7c:c1:1e:c0:f5:c4,263,-65
7c:c1:1e:c0:f5:c4,263,-65
7c:c1:1e:c0:f5:c4,264,-71
7c:c1:1e:c0:f5:c4,265,-64
7c:c1:1e:c0:f5:c4,266,-65
7c:c1:1e:c0:f5:c4,266,-65
7c:c1:1e:c0:f5:c4,266,-64
7c:c1:1e:c0:f5:c4,267,-65
7c:c1:1e:c0:f5:c4,267,-65
7c:c1:1e:c0:f5:c4,267,-65
7c:c1:1e:c0:f5:c4,268,-71
7c:c1:1e:c0:f5:c4,269,-63
7c:c1:1e:c0:f5:c4,269,-65
7c:c1:1e:c0:f5:c4,269,-65
7c:c1:1e:c0:f5:c4,270,-65
7c:c1:1e:c0:f5:c4,270,-65
7c:c1:1e:c0:f5:c4,270,-71
7c:c1:1e:c0:f5:c4,271,-65
7c:c1:1e:c0:f5:c4,271,-65
7c:c1:1e:c0:f5:c4,271,-65
7c:c1:1e:c0:f5:c4,272,-63
7c:c1:1e:c0:f5:c4,273,-63
7c:c1:1e:c0:f5:c4,273,-64
7c:c1:1e:c0:f5:c4,274,-64
7c:c1:1e:c0:f5:c4,274,-65
7c:c1:1e:c0:f5:c4,275,-65
7c:c1:1e:c0:f5:c4,275,-65
7c:c1:1e:c0:f5:c4,276,-63
7c:c1:1e:c0:f5:c4,277,-67
7c:c1:1e:c0:f5:c4,277,-65
7c:c1:1e:c0:f5:c4,277,-65
7c:c1:1e:c0:f5:c4,278,-65
7c:c1:1e:c0:f5:c4,278,-65
7c:c1:1e:c0:f5:c4,279,-65
7c:c1:1e:c0:f5:c4,279,-65
7c:c1:1e:c0:f5:c4,280,-63
7c:c1:1e:c0:f5:c4,281,-65
7c:c1:1e:c0:f5:c4,282,-65
7c:c1:1e:c0:f5:c4,282,-65
7c:c1:1e:c0:f5:c4,283,-65
7c:c1:1e:c0:f5:c4,283,-65
7c:c1:1e:c0:f5:c4,284,-65
7c:c1:1e:c0:f5:c4,285,-63
7c:c1:1e:c0:f5:c4,285,-67
7c:c1:1e:c0:f5:c4,286,-65
7c:c1:1e:c0:f5:c4,286,-65
7c:c1:1e:c0:f5:c4,286,-65
7c:c1:1e:c0:f5:c4,287,-65
7c:c1:1e:c0:f5:c4,287,-65
7c:c1:1e:c0:f5:c4,287,-65
7c:c1:1e:c0:f5:c4,289,-63
7c:c1:1e:c0:f5:c4,289,-65
7c:c1:1e:c0:f5:c4,289,-65
7c:c1:1e:c0:f5:c4,290,-65
7c:c1:1e:c0:f5:c4,290,-65
7c:c1:1e:c0:f5:c4,291,-65
7c:c1:1e:c0:f5:c4,292,-65
7c:c1:1e:c0:f5:c4,293,-69
7c:c1:1e:c0:f5:c4,293,-65
7c:c1:1e:c0:f5:c4,293,-65
7c:c1:1e:c0:f5:c4,294,-65
7c:c1:1e:c0:f5:c4,294,-65
7c:c1:1e:c0:f5:c4,295,-65
7c:c1:1e:c0:f5:c4,295,-65
7c:c1:1e:c0:f5:c4,296,-65
7c:c1:1e:c0:f5:c4,296,-65
7c:c1:1e:c0:f5:c4,297,-63
7c:c1:1e:c0:f5:c4,297,-65
7c:c1:1e:c0:f5:c4,298,-65
7c:c1:1e:c0:f5:c4,298,-65
7c:c1:1e:c0:f5:c4,298,-71
7c:c1:1e:c0:f5:c4,299,-65
7c:c1:1e:c0:f5:c4,299,-65
7c:c1:1e:c0:f5:c4,300,-65
7c:c1:1e:c0:f5:c4,301,-65
7c:c1:1e:c0:f5:c4,302,-65
7c:c1:1e:c0:f5:c4,302,-65
7c:c1:1e:c0:f5:c4,302,-65
7c:c1:1e:c0:f5:c4,303,-65
7c:c1:1e:c0:f5:c4,304,-65
7c:c1:1e:c0:f5:c4,304,-65
7c:c1:1e:c0:f5:c4,304,-65
7c:c1:1e:c0:f5:c4,305,-65
7c:c1:1e:c0:f5:c4,305,-63
7c:c1:1e:c0:f5:c4,306,-65
7c:c1:1e:c0:f5:c4,307,-65
7c:c1:1e:c0:f5:c4,307,-65
7c:c1:1e:c0:f5:c4,308,-65
7c:c1:1e:c0:f5:c4,309,-63
7c:c1:1e:c0:f5:c4,309,-65
7c:c1:1e:c0:f5:c4,310,-67
7c:c1:1e:c0:f5:c4,310,-65
7c:c1:1e:c0:f5:c4,310,-65
7c:c1:1e:c0:f5:c4,311,-65
7c:c1:1e:c0:f5:c4,311,-65
7c:c1:1e:c0:f5:c4,312,-65
