AdvA,time,rssi
71:17:c0:86:ab:b7,159,-78
29:21:9f:e4:78:e7,160,-88
29:21:9f:e4:7a:e7,160,-89
71:17:c0:86:ab:b7,161,-78
29:21:9b:e4:7a:e7,161,-90
71:17:c0:86:ab:b7,161,-78
29:21:9f:e4:7a:e7,162,-89
71:17:c0:86:ab:b7,162,-78
71:17:c0:86:ab:b7,162,-78
09:20:9f:e4:7a:e7,162,-89
71:17:c0:86:ab:b7,163,-78
71:17:c0:86:ab:b7,163,-80
29:21:9f:e4:7a:c7,163,-89
71:17:c0:86:ab:b7,163,-78
71:17:c0:86:ab:b7,164,-78
71:17:c0:86:ab:b7,164,-78
71:17:c0:86:ab:b7,165,-76
69:21:9f:e4:7a:e7,165,-88
71:17:c0:86:ab:b7,165,-78
71:17:c0:86:ab:b7,165,-78
29:21:9f:e5:7a:e7,166,-90
71:17:c0:86:ab:b7,166,-78
71:17:c0:86:ab:b7,166,-78
29:21:9f:e4:7a:e7,166,-88
29:21:9f:e4:7a:e7,167,-89
71:17:c0:86:ab:b7,168,-78
29:21:9f:e4:7a:e7,168,-89
71:17:c0:86:ab:b7,168,-78
29:21:9f:e4:7a:e7,168,-89
71:17:c0:86:ab:b7,168,-78
29:21:9f:e4:7a:e7,169,-89
71:17:c0:86:ab:b7,169,-78
71:17:c0:86:ab:b7,169,-76
29:21:9f:e4:7a:e7,170,-89
71:17:c0:86:ab:b7,170,-78
29:21:9f:e4:7a:e7,170,-88
29:21:9f:e4:7a:e7,171,-89
71:17:c0:86:ab:b7,171,-78
71:17:c0:86:ab:b7,171,-84
71:17:c0:86:ab:b7,171,-78
71:17:c0:86:ab:b7,172,-78
71:17:c0:86:ab:b7,173,-78
29:21:9f:e4:7a:e7,173,-88
71:17:c0:86:ab:b7,173,-78
29:21:9f:e4:7a:e7,174,-88
71:17:c0:86:ab:b7,174,-80
71:17:c0:86:ab:b7,174,-78
71:17:c0:86:ab:b7,175,-78
6d:21:9f:e4:7a:e7,175,-89
71:17:c0:86:ab:b7,175,-78
71:17:c0:86:ab:b7,176,-84
29:21:9f:e4:7a:e7,176,-88
71:17:c0:86:ab:b7,176,-78
29:21:9f:e4:7a:e7,176,-88
69:21:9f:e4:7a:e7,177,-88
71:17:c0:86:ab:b7,177,-78
71:17:c0:86:ab:b7,177,-76
71:17:c0:86:ab:b7,178,-78
71:17:c0:86:ab:b7,178,-78
71:17:c0:86:ab:b7,178,-78
71:17:c0:86:ab:b7,179,-78
69:21:1f:e4:7a:e7,179,-88
29:21:9f:e4:7a:e7,180,-89
71:17:c0:86:ab:b7,180,-78
29:21:9f:e4:7a:e7,180,-88
71:17:c0:86:ab:b7,180,-78
29:21:9f:e4:7a:e7,181,-89
29:21:9f:e4:7a:e7,181,-89
2d:21:9f:e4:7a:e7,182,-89
71:17:c0:86:ab:b7,182,-78
71:17:c0:86:ab:b7,182,-78
29:21:9f:e4:7a:e7,183,-88
71:17:c0:86:ab:b7,183,-78
71:17:c0:86:ab:b7,183,-78
29:21:9f:ec:7a:e7,184,-88
71:17:c0:86:ab:b7,184,-78
29:21:9f:e4:7a:e7,184,-90
71:17:c0:86:ab:b7,185,-78
29:21:9f:e4:7a:e7,185,-89
29:20:9f:b6:1a:df,186,-94
71:17:c0:86:ab:b7,186,-76
71:17:c0:86:ab:b7,187,-76
71:17:c0:86:ab:b7,187,-76
71:17:c0:86:ab:b7,189,-74
71:17:c0:86:ab:b7,190,-76
71:17:c0:86:ab:b7,190,-77
71:17:c0:86:ab:b7,191,-76
71:17:c0:86:ab:b7,191,-75
71:17:c0:86:ab:b7,192,-75
71:17:c0:86:ab:b7,192,-76
71:17:c0:86:ab:b7,193,-75
71:17:c0:86:ab:b7,193,-74
71:17:c0:86:ab:b7,194,-74
71:17:c0:86:ab:b7,194,-76
71:17:c0:86:ab:b7,194,-76
71:17:c0:86:ab:b7,195,-77
71:17:c0:86:ab:b7,196,-76
71:17:c0:86:ab:b7,196,-76
71:17:c0:86:ab:b7,197,-77
71:17:c0:86:ab:b7,197,-76
71:17:c0:86:ab:b7,197,-79
71:17:c0:86:ab:b7,198,-78
71:17:c0:86:ab:b7,199,-78
71:17:c0:86:ab:b7,200,-79
71:17:c0:86:ab:b7,201,-79
71:17:c0:86:ab:b7,201,-77
71:17:c0:86:ab:b7,202,-75
71:17:c0:86:ab:b7,204,-77
71:17:c0:86:ab:b7,204,-77
e9:21:9f:e4:f8:67,205,-101
71:17:c0:86:ab:b7,205,-79
29:21:9f:e4:7a:e7,206,-91
71:17:c0:86:ab:b7,206,-77
71:17:c0:86:ab:b7,207,-77
71:17:c0:86:ab:b7,208,-77
71:17:c0:86:ab:b7,208,-77
29:21:9e:e4:7a:87,208,-93
71:17:c0:86:ab:b7,209,-77
71:17:c0:86:ab:b7,209,-78
71:17:c0:86:ab:b7,210,-78
71:17:c0:86:ab:b7,211,-78
71:17:c0:86:ab:b7,212,-78
71:17:c0:86:ab:b7,212,-74
71:17:c0:86:ab:b7,213,-77
71:17:c0:86:ab:b7,213,-80
71:17:c0:86:ab:b7,213,-78
71:17:c0:86:ab:b7,214,-78
71:17:c0:86:ab:b7,215,-76
71:17:c0:86:ab:b7,215,-80
71:17:c0:86:ab:b7,215,-78
71:17:c0:86:ab:b7,215,-78
71:17:c0:86:ab:b7,216,-78
29:21:8f:f0:7a:e7,216,-91
71:17:c0:86:ab:b7,216,-78
71:17:c0:86:ab:b7,217,-78
71:17:c0:86:ab:b7,217,-78
71:17:c0:86:ab:b7,217,-78
71:17:c0:86:ab:b7,218,-73
71:17:c0:86:ab:b7,218,-82
71:17:c0:86:ab:b7,219,-78
71:17:c0:86:ab:b7,219,-78
71:17:c0:86:ab:b7,219,-78
71:17:c0:86:ab:b7,219,-78
71:17:c0:86:ab:b7,220,-78
71:17:c0:86:ab:b7,220,-78
71:17:c0:86:ab:b7,221,-78
71:17:c0:86:ab:b7,223,-76
71:17:c0:86:ab:b7,223,-78
71:17:c0:86:ab:b7,223,-74
71:17:c0:86:ab:b7,223,-78
71:17:c0:86:ab:b7,224,-78
71:17:c0:86:ab:b7,224,-78
71:17:c0:86:ab:b7,225,-78
29:21:9f:a4:7a:67,226,-90
71:17:c0:86:ab:b7,227,-80
71:17:c0:86:ab:b7,228,-75
71:17:c0:86:ab:b7,228,-74
29:21:9f:e4:3a:f7,228,-90
71:17:c0:86:ab:b7,229,-74
71:17:c0:86:ab:b7,229,-76
71:17:c0:86:ab:b7,230,-75
71:17:c0:86:ab:b7,231,-76
71:17:c0:86:ab:b7,231,-76
71:17:c0:86:ab:b7,231,-76
