['identifyMethod.py', 'combine_svr', '0.75', '1', '20', '1']
['identifyMethod.py', 'combine_svr', '0.75', '1', '20', '99']
0.75
['identifyMethod.py', 'combine_svr', '0.75', '1', '20', '100']
0.75
['identifyMethod.py', 'combine_svr', '0.75', '1', '20', '101']
0.65
['identifyMethod.py', 'combine_svr', '0.75', '1', '20', '102']
0.75
['identifyMethod.py', 'combine_svr', '0.75', '1', '20', '103']
0.95
['identifyMethod.py', 'combine_svr', '0.75', '1', '20', '104']
0.7
['identifyMethod.py', 'combine_svr', '0.75', '1', '20', '105']
0.55
['identifyMethod.py', 'combine_svr', '0.75', '1', '20', '106']
0.75
['identifyMethod.py', 'combine_svr', '0.75', '1', '20', '107']
0.5
['identifyMethod.py', 'combine_svr', '0.75', '1', '20', '108']
0.85
['identifyMethod.py', 'combine_svr', '0.75', '1', '20', '109']
0.6
['identifyMethod.py', 'combine_svr', '0.75', '1', '20', '110']
0.75
['identifyMethod.py', 'combine_svr', '0.75', '1', '20', '111']
0.45
['identifyMethod.py', 'combine_svr', '0.75', '1', '20', '112']
0.7
['identifyMethod.py', 'combine_svr', '0.75', '1', '20', '113']
0.6
['identifyMethod.py', 'combine_svr', '0.75', '1', '20', '114']
0.6
['identifyMethod.py', 'combine_svr', '0.75', '1', '20', '115']
0.7
['identifyMethod.py', 'combine_svr', '0.75', '1', '20', '116']
0.75
['identifyMethod.py', 'combine_svr', '0.75', '1', '20', '117']
0.8
['identifyMethod.py', 'combine_svr', '0.75', '1', '20', '118']
0.75
['identifyMethod.py', 'combine_svr', '0.75', '1', '20', '119']
0.55
['identifyMethod.py', 'combine_svr', '0.75', '1', '20', '120']
0.6
['identifyMethod.py', 'combine_svr', '0.75', '1', '20', '121']
0.5
['identifyMethod.py', 'combine_svr', '0.75', '1', '20', '122']
0.75
['identifyMethod.py', 'combine_svr', '0.75', '1', '20', '123']
0.65
['identifyMethod.py', 'combine_svr', '0.75', '1', '20', '124']
0.65
['identifyMethod.py', 'combine_svr', '0.75', '1', '20', '125']
0.5
['identifyMethod.py', 'combine_svr', '0.75', '1', '20', '126']
0.7
['identifyMethod.py', 'combine_svr', '0.75', '1', '20', '127']
0.5
['identifyMethod.py', 'combine_svr', '0.75', '1', '20', '128']
0.5
['identifyMethod.py', 'combine_svr', '0.75', '1', '20', '129']
0.45
['identifyMethod.py', 'combine_svr', '0.75', '1', '20', '130']
0.65
['identifyMethod.py', 'combine_svr', '0.75', '1', '20', '131']
0.75
['identifyMethod.py', 'combine_svr', '0.75', '1', '20', '132']
0.65
['identifyMethod.py', 'combine_svr', '0.75', '1', '20', '133']
0.7
['identifyMethod.py', 'combine_svr', '0.75', '1', '20', '134']
0.75
['identifyMethod.py', 'combine_svr', '0.75', '1', '20', '135']
0.4
['identifyMethod.py', 'combine_svr', '0.75', '1', '20', '136']
0.65
['identifyMethod.py', 'combine_svr', '0.75', '1', '20', '137']
0.75
['identifyMethod.py', 'combine_svr', '0.75', '1', '20', '138']
0.75
['identifyMethod.py', 'combine_svr', '0.75', '1', '20', '139']
0.15
['identifyMethod.py', 'combine_svr', '0.75', '1', '20', '140']
0.65
['identifyMethod.py', 'combine_svr', '0.75', '1', '20', '141']
0.7
