['identifyMethod.py', 'svr', '20', '1']
['identifyMethod.py', 'svr', '20', '41']
0.95
['identifyMethod.py', 'svr', '20', '42']
0.65
['identifyMethod.py', 'svr', '20', '43']
0.4
['identifyMethod.py', 'svr', '20', '44']
0.7
['identifyMethod.py', 'svr', '20', '45']
0.6
['identifyMethod.py', 'svr', '20', '46']
0.65
['identifyMethod.py', 'svr', '20', '47']
0.55
['identifyMethod.py', 'svr', '20', '48']
0.55
['identifyMethod.py', 'svr', '20', '49']
0.65
['identifyMethod.py', 'svr', '20', '50']
0.65
['identifyMethod.py', 'svr', '20', '51']
0.6
['identifyMethod.py', 'svr', '20', '52']
0.55
['identifyMethod.py', 'svr', '20', '53']
0.6
['identifyMethod.py', 'svr', '20', '54']
0.75
['identifyMethod.py', 'svr', '20', '55']
0.85
['identifyMethod.py', 'svr', '20', '56']
0.65
['identifyMethod.py', 'svr', '20', '57']
0.7
['identifyMethod.py', 'svr', '20', '58']
0.75
['identifyMethod.py', 'svr', '20', '59']
0.85
['identifyMethod.py', 'svr', '20', '60']
0.65
['identifyMethod.py', 'svr', '20', '61']
0.7
['identifyMethod.py', 'svr', '20', '62']
0.75
['identifyMethod.py', 'svr', '20', '63']
0.9
['identifyMethod.py', 'svr', '20', '64']
0.65
['identifyMethod.py', 'svr', '20', '65']
0.75
['identifyMethod.py', 'svr', '20', '66']
0.55
['identifyMethod.py', 'svr', '20', '67']
0.65
['identifyMethod.py', 'svr', '20', '68']
0.8
['identifyMethod.py', 'svr', '20', '69']
0.7
['identifyMethod.py', 'svr', '20', '70']
0.75
['identifyMethod.py', 'svr', '20', '71']
0.8
['identifyMethod.py', 'svr', '20', '72']
0.6
['identifyMethod.py', 'svr', '20', '73']
0.55
['identifyMethod.py', 'svr', '20', '74']
0.55
['identifyMethod.py', 'svr', '20', '75']
0.7
['identifyMethod.py', 'svr', '20', '76']
0.8
['identifyMethod.py', 'svr', '20', '77']
0.65
['identifyMethod.py', 'svr', '20', '78']
0.7
['identifyMethod.py', 'svr', '20', '79']
0.5
['identifyMethod.py', 'svr', '20', '80']
0.55
['identifyMethod.py', 'svr', '20', '81']
0.65
['identifyMethod.py', 'svr', '20', '82']
0.7
['identifyMethod.py', 'svr', '20', '83']
0.9
['identifyMethod.py', 'svr', '20', '84']
0.7
['identifyMethod.py', 'svr', '20', '85']
0.55
['identifyMethod.py', 'svr', '20', '86']
0.7
['identifyMethod.py', 'svr', '20', '87']
0.6
['identifyMethod.py', 'svr', '20', '88']
0.75
['identifyMethod.py', 'svr', '20', '89']
0.6
['identifyMethod.py', 'svr', '20', '90']
0.6
['identifyMethod.py', 'svr', '20', '91']
0.75
['identifyMethod.py', 'svr', '20', '92']
0.8
['identifyMethod.py', 'svr', '20', '93']
0.85
['identifyMethod.py', 'svr', '20', '94']
0.85
['identifyMethod.py', 'svr', '20', '95']
0.6
['identifyMethod.py', 'svr', '20', '96']
0.65
['identifyMethod.py', 'svr', '20', '97']
0.8
['identifyMethod.py', 'svr', '20', '98']
0.6
['identifyMethod.py', 'svr', '20', '99']
0.75
['identifyMethod.py', 'svr', '20', '100']
0.7
['identifyMethod.py', 'svr', '20', '101']
0.65
['identifyMethod.py', 'svr', '20', '102']
0.75
['identifyMethod.py', 'svr', '20', '103']
0.95
['identifyMethod.py', 'svr', '20', '104']
0.65
['identifyMethod.py', 'svr', '20', '105']
0.4
['identifyMethod.py', 'svr', '20', '106']
0.85
['identifyMethod.py', 'svr', '20', '107']
0.6
['identifyMethod.py', 'svr', '20', '108']
0.7
['identifyMethod.py', 'svr', '20', '109']
0.6
['identifyMethod.py', 'svr', '20', '110']
0.65
['identifyMethod.py', 'svr', '20', '111']
0.5
['identifyMethod.py', 'svr', '20', '112']
0.7
['identifyMethod.py', 'svr', '20', '113']
0.6
['identifyMethod.py', 'svr', '20', '114']
0.5
['identifyMethod.py', 'svr', '20', '115']
0.65
['identifyMethod.py', 'svr', '20', '116']
0.65
['identifyMethod.py', 'svr', '20', '117']
0.8
['identifyMethod.py', 'svr', '20', '118']
0.85
['identifyMethod.py', 'svr', '20', '119']
0.7
['identifyMethod.py', 'svr', '20', '120']
0.55
['identifyMethod.py', 'svr', '20', '121']
0.5
['identifyMethod.py', 'svr', '20', '122']
0.75
['identifyMethod.py', 'svr', '20', '123']
0.6
['identifyMethod.py', 'svr', '20', '124']
0.55
['identifyMethod.py', 'svr', '20', '125']
0.5
['identifyMethod.py', 'svr', '20', '126']
0.7
['identifyMethod.py', 'svr', '20', '127']
0.6
['identifyMethod.py', 'svr', '20', '128']
0.5
['identifyMethod.py', 'svr', '20', '129']
0.45
['identifyMethod.py', 'svr', '20', '130']
0.7
['identifyMethod.py', 'svr', '20', '131']
0.7
['identifyMethod.py', 'svr', '20', '132']
0.6
['identifyMethod.py', 'svr', '20', '133']
0.65
['identifyMethod.py', 'svr', '20', '134']
0.7
['identifyMethod.py', 'svr', '20', '135']
0.45
['identifyMethod.py', 'svr', '20', '136']
0.65
['identifyMethod.py', 'svr', '20', '137']
0.65
['identifyMethod.py', 'svr', '20', '138']
0.65
['identifyMethod.py', 'svr', '20', '139']
0.1
['identifyMethod.py', 'svr', '20', '140']
0.65
['identifyMethod.py', 'svr', '20', '141']
0.8
